Reviews;Rates
gayet basarili;1
gayet basarili kisa zamanda teslimat tesekkurler;1
gayet cok basarili telefon fiyat olarak guzel ozellik olarak cok basarili;1
gayet guzel ;1
gayet guzel  kullanisli telefon;1
gayet guzel 2 gune geldi tavsiye ederim;1
gayet guzel alani pisman etmeyecek bir urun;1
gayet guzel aldim sorunsuz kullaniyorum;1
gayet guzel basarili bir telefon;1
gayet guzel begendik;1
gayet guzel beyndim;1
gayet guzel beyndim harka iy fiyati uygun;1
gayet guzel bi telefon pro ya gore daha hafif diger ozellikleri de pro ya cok yakin );1
gayet guzel bi urun tavsiye ederm;1
gayet guzel bir telefon aylardir severek kullaniyorum;1
gayet guzel bir telefon hicbir sorun yasamadik tesekkurler;1
gayet guzel bir telefon piyasadaki fiyat performans acisindan baktigimizda en iyiler arasinda;1
gayet guzel bir telefon tavsiye ediyorum;1
gayet guzel bir telefon teknolojik olarakta gayet standartlarin uzerinde;1
gayet guzel bir telefon tesekkurler trendyol;1
gayet guzel bir telefonsarji uzun sure gidiyorkamerasi gayet basarilisatin alip kullanan birisi olarak tavsiye ediyorum;1
gayet guzel bir urun memnuniyetle kullaniyorum 1 aydir su ana kadar bi sorun cikmadi;1
gayet guzel bir urun tavsiye ederim;1
Gayet guzel cihaz ama cok pahali 5 bandinda olsa sanirim herkes alir;0
gayet guzel cok memnunum;1
gayet guzel cok memnunuz;1
gayet guzel gayet sebekede bazen gidiyor bu telefonlarin kronik sorunu sanirim;0
gayet guzel geldi ve magazaya gore daha uygun ;1
gayet guzel hic bir sikinti yok tesekkurler;1
gayet guzel kaliteli;1
gayet guzel kullananlara hayirli olsun;1
gayet guzel memnun olarak kullaniyorum nasa iletisime tesekkur ederim;1
gayet guzel orjinal kutusu ile geldi herkese iyi alisverisler dilerim;1
gayet guzel paketlenmisti begendim fiyat da iyiydi;1
gayet guzel paketli etrafi da kopuk posetle sarili halde geldi satici gayet ozenli;1
gayet guzel saglam bir telefon;1
gayet guzel severek kullaniyorum;1
gayet guzel sik ve hizli;1
gayet guzel tavsiye ederim;1
gayet guzel tavsiye ediyorum;1
gayet guzel telefon alicak olani uzecegini sanmiyorum hizli kamera kalitesi orta duzey tavsiye edilir;1
gayet guzel telefon f/p urunu iphone a falan bosa 2 kat para vermeyin arada o kadar az fark varmi degmez ;1
gayet guzel urun sorunsuz sekilde elime 3gunde ulasti;1
gayet guzel ve hizli bir telefon ayrica kargo cok hizli bir sekilde ulasti;1
gayet guzel ve hizli teslimat;1
Gayet guzel ve iyiydi bi tek kargo uzun surdu;0
gayet guzel ve kaliteli;1
gayet guzel ve kaliteli harika;1
gayet guzel ve kullanisli bir telefon iphonedan sonra kullanmaya basladim bugun elime ulasti ve kurulum yaptim kolay kullanisli ve sik tavsiye ederim;1
gayet guzel ve kullanisli telefon trenyola da ayri tesekkur ediyorum islerini cok iyi yapiyorlar;1
gayet guzel ve saglam geldi;1
gayet guzeldi urun;1
gayet guzle ve hizli;1
Gayet hizli geldi cok sasirdim Sonsuz tesekkur ederim;0
gayet hizli iyi paketlenmis olarak geldi;1
gayet hizli teslimat yapildi guzel bir urun;0
gayet hizli ve basarili gonderim oldu;1
gayet hizli ve temiz teslimat oneririm;1
gayet hos tasarimli sik bi telefon ozellikleri bence harika;1
gayet iii 6 kattan dustu hic bir sey olmadi tlf;1
gayet is gorur;1
gayet iyi bir sekilde elime ulasti urun rahatlikla alis veris yapabilirsiniz;1
gayet iyi bir sekilde hediyeli olarak geldi;1
gayet iyi bir urun ambalaji guzel 3 gunde teslim aldim gayet basarili;1
gayet iyi cok memnun kaldik;1
gayet iyi fiyatini hak ediyor;1
gayet iyi geldi istedigim urundu tesekkur ederim;1
Gayet iyi orjinal;0
gayet iyi paketlenmesi de iyi tesekkur ederim;1
gayet iyi ve guzel;1
gayet kaliteli fiyat performans urunu;1
gayet kaliteli ve uygun fiyat;1
gayet kullanisli hizli teslimat tesekkur ederim;1
gayet kullanisli telefon;1
Gayet memnunum;0
gayet ozenle geldi guzel bir urun kulaklik yoktu uzuldum ama tlf gayet memnunum tesekkurler;1
gayet saglam geldi ama icinde kulaklik cikmadi tek sorun bu;0
Gec geldi urun;0
gec kaldim ama guzel urun daha hesapli alabilirdim ogluma aldim cok memnun;1
gec kargolandi ama tr garantili iciniz rahat olsun;1
Gelen telefon bozuk cikti 4 gundur kullaniyorum ekran kendi kendine kayiyor;0
gelen telefonun imei numarasi yok  almayin!!!;0
Gelen urun icerisinde sarj adaptoru ve kulaklik cikmamistirPaket video cekimiyle acilmistir;0
gelen urun iyi paketlenmis memnun kaldim;1
genel anlamda orta segment icin ideal bir telefon cok oyun oynayan biri iseniz isinizi gorur ancak biraz fazla isiniyor;1
genel olarak memnun kaldim diyebilirim;1
genel ozellikleri iyi;1
genis acili bir kamerasi var ve hicbir zaman kullanissiz olmayacak bir urun tamami ile tasarim olarak memnun eder ayrica 64gb olmasi yeterli oluyor bana gore beyaz rengi en iyisi zoom imkani mukemmel derecede yok ama yine de yeterli 2 yil garantisi var tavsiye ederim;0
genis ekran isteyenler baska bir modele baksin derim;0
gercek kvk garantili bir cihaz gayet guzel;1
Gercekten aldigima cok pisman oldum igrenc bi sekilde kargolanmis kargo asla aramadi atip kacmislar aramadilar bile;0
gercekten alin bu telefonu o kadar memnunum ki sarji cok cabuk bitmiyo camerasida cok guzel ozellille camerasi icin aldim ;1
gercekten alirken biraz tereddut etmistim ama iyiki iyiki almisim muhtesem;1
gercekten cok guzel gorunen bir telefon cok sik;1
gercekten cok guzel kargolama urunu cok begendim;1
gercekten fiyat performans urunu dortlu kamerasi da basarili mavi rengi de guzel gorunuyor siparis verdim ertesi gun elimdeydi hizli kargo icin tesekkurler;1
gercekten fiyat ve performans cok iyi tavsiye ederim;1
gercekten gorundugu gibi geldi ve super;1
gercekten guvenilir cok memnun kaldim telefonum cok guzel ;1
gercekten guzel bir telefon ama bu fiyata asla alinmaz onceki fiyatindan alanlar gercekten sansli orta segment bir telefonu bile bu fiyatlarda alabiliyorsak yazik halimize;0
gercekten guzel telefon fakat camina koruma taktirdim tuslar basmadi cikardigim da normale dondu ses kullanis gorunus hakkini veriyor ucretinin;1
gercekten guzel urun;1
gercekten iyi;1
gercekten kaliteli ve guvenilir siparis verdikten 3 sonra elimde oldu paketlesi gayet gzel hic bir zarar verilmemis;1
gercekten memnunlyet vericl keyifli alisveris oldu;1
gercekten sinifinin en iyilerinden birisi alacaksaniz tereddut etmeden gonul rahatligiyla alabilirsiniz;1
gercekten urun fiyat performans olarak cok iyi;1
geyet saglam ve guzel paketlenmis bir sekilde geldi;1
golgelenmevar;0
gonderici cok hizli gonderim sagladi yurtici kargo ertesi gun getirdi  genpa garantili fiyatina gore cok iyi telefon;1
gonderici firma basarili cihaz harika;1
gonderici guzel paketlemis guzel telefon tesekkurler;1
Gonderilen telefonda normal konusurken hoparlore alicam fakat telefon ekrani karanlik kaliyor Her seferinde ekrana dokunup veya tusalara basip ekrani acmaya calisiyorum Iade etmeyi dusunuyorum;0
gonderilen telefonun sarj cihazi bozuk geldisoru kisminda bir kisi telefonun kullanima kapatilacagi mesaji aldigini yazmis gonderilen urununuz nasil sahte olabilir bu fiyata ragmen ;0
gonderim hizli ve urun gayet basarili tavsiye ederim;1
Gonul rahatligiyla alabilirsiniz 2 gunde elime ulasti;0
gonul rahatligiyla alabilirsiniz henuz yeni aldik iyi gorunuyor teslimatta sikinti yasamazsiniz;1
gonul rahatligiyla alinabilir urun kvk garanti belgesiyle geliyor kamerasi cok guzel;1
gordugum en kalitesiz telefon almayin;0
gorseldeki gibi kutusundada kilif mevcut;1
gorseli guzel ama aldigimdan beri donmalar oluyor;0
gorundugu gibi alin tavsiye ederim;1
gorundugu gibi geldi kalitesini begendim yaklasik 1 senedir kullaniyorum bi sikinti cikmadi;1
Gorundugu gibi geldi orijinal urun;0
gorundugunden cok daha guzel kargom hemen geldi kilif icinde tsk ederim cok begendim;1
goruntu kalitesi muhtesem fiyatina gore super;1
goruntu olarak guzel ancak konusurken belli bir sure sonra ses karsi tarafa gitmiyor kapatip tekrar aramak zorunda kaliyorum;0
goruntulu konusmasa donuyor hep  ;1
goruntusu cok guzeldaha tam kullanmadigim icin icerigi ile ilgili bir yorum yapamayacagim;1
goz alici guzel bi urun cok hizli geldi dogrusu nerdeyse butun yorumlari inceledim ama degdi kargo hizli paketleme guzel jilatinli bi sekilde gayet nizami geldi urunum mavi renk gercekten cok hos gen pa garanti belgesiyle geldi cok tesekkurler;1
gozel bir cep telefon  hizli geldi;1
Gunlerce dusundukten sonra aldigim bir urun Aylardir biriktirdigim paranin tumunu verdigim icin alirken cok tereddut ettim tabi Ama iciniz rahat olsun Paketi cok saglam bir sekilde hizlica elime ulasti Paketi actigimda da hic bir puruz yoktu telefonda Hemen Apple garantili olup olmadigini kontrol ettim ve Apple garantili Sadece telefonun bluetoothu calismiyor Diger aygitlari gormuyor  Telefonu acip kapadim ne yaptiysam cozemedim Bu sorun icin firsat buldugumda Apple Store'a gidecegim;0
guvenerek alabilirsinizmemnun kaldik;1
guvenerek alabilirsinizurun elime cok cabuk gecti ve cok kaliteli;1
guvenerek aldigim ve coookk memnun kaldigim bir telefon;1
guvenilir alisveris hizli kargo ucuz fiyat telefonu yaklasik 1 aydir kullaniyorum gercekten cok iyi cuma gunu siparis verdim pazartesi geldi tesekkurler nisa iletisim tesekkurler trendyol ;1
guvenilir ambalaj urun anlatildigi gibi korkmadan alabilirsiniz;1
guvenilir bir magaza urun elime sorunsuz ulasti orjinal;1
guvenilir eksiksiz bir sekilde teslim aldim paketlemede iyiydi cihaz korumasi yapilmisdi tavsiye ederim;1
guvenilir orijinal urun;1
guvenilir sarji hizi her seyi cok guzel;1
Guvenilir satici hizli kargo  Sapasaglam geldi orijinal urun garanti sorgulamasini yaptik bir sikinti yok tesekkurler;0
guvenilir satici iyi telefon;1
guvenilir ve ambalaj cok saglam;1
guvenilir ve kaliteli tavsiye ederim;1
guvenle  siparis  verebilirsiniz anlatildigi gibi;1
guvenle alabilirsiniz icinizde kusku kalmasin urunden gayet memnunum;1
guzel  telefon  hizli ve guvenli  kargo  tesekkurler trendyol   yalniz taksitlendirme olmamasindan ve alisimin  hemen ardindan indirime girmesinden  bir *   eksilttim  ( o da sansima diyelim  artik  );1
Guzel alin;0
guzel alisveris hizli gonderi tesekkurler;1
guzel ama paketleme ozenli olmali kutuyu koymus gondermissiniz kargocular tekme atiyor videolari goruyoruz;1
guzel ambalaj hizli kargo tesekkurler;1
guzel begendim tesekkurler sayin satici;0
guzel begendkk;1
guzel beklentimizin ustunde bir urun kargoysa super  sali siparis ettik persembe urun elimize ulasti sadece tek eksigi vardi icinde kulaklik yoktu yinede 5 yildizi hakkediyor tesekkurler trendyol;1
guzel bi urun fiyatina gore cok ii sesi kamerasi mukemmel tavsiye ederim;0
guzel bir cihax;1
guzel bir sekilde paketlenmisti kutulu garantili bir sekilde geldi fiyat ve performans iyi memnun kaldim;1
guzel bir telefon ekran goruntusu guzel ve menusu kolay iphonden gectigim icin biraz zorlancagimi dusundum ama guzel;1
guzel bir telefon kamera ozellikleri gelismis hizli ve guzel ambalaj edilmis;1
guzel bir urun fakat yavasliyoe gibi;0
guzel bir urun mavi olanin rengi biraz fosforlu;1
guzel bir urun onceden guven yoktu internet sitelere ama su an memnunum;1
guzel bir urun pazartesi siparis verdim sali gunu geldim tesekkur ederim ayaklariniza saglik;1
guzel buldum;0
guzel calisiyor sadece agirligi biraz var onun disinda guzel bir telefon;1
guzel cihaz;1
guzel cihaz bilerek beyenerek aldik fiyat performans olarak hakkini veriyor ;1
guzel cihaz ve suratli bir sekilde elime ulasti;1
guzel cok memnun kaldim;1
guzel daha oncede redmi note 4 almistim simdi bu foto cekimleri guzel hizli kargo;1
guzel degerlendirilir;1
guzel fiyati  biraz daha dusmeli ama bence guzel guvenilir;1
guzel fiyatta cok iyiydi kacirmayin firsatlari;1
guzel gayet sorun yok braz farkli ama iyi anlamda;1
guzel hic bir sorun cikmadan elime ulasti piyasadaki fiyatlara gore en uygunu ve guvenli olani burasi;1
guzel hizl8 teslimat;1
guzel hizli;1
guzel kargolanmis gayet hizliydi;1
guzel kullanisli begendim;1
guzel kullanisli erken kargo tesekkurler;1
guzel kullaniyorum;1
guzel kullaniyoruz sikinti yok;1
guzel kutulanmis tavsiye ederim;1
guzel kutulanmis tavsiye ederim 6 aydir kullaniyorum sikinti yok sukur;1
guzel memnun kaldim;1
guzel orijinal;0
guzel paket ve erken kargo icin tesekkurler;1
guzel paketleme  saglam geldi  garanti belgesi var  iciniz rahat siparis verebilirsiniz   tesekkurler bittibitiyor;1
guzel paketleme harika telefon;1
guzel paketleme hizli kargo tesekkurler;1
guzel paketleme urun oldugu gibi;1
guzel paketleme ve hizli kargo icin tesekkurler fiyatinda uygun olmasi daha da bi guzel oldu;1
Guzel paketlemisti ve 18 saat sonra elime ulasti;0
guzel paketlenmis sikintisiz bir urun tek eksigi 1 kap cikti sadece iki olmasi gerekirken;1
guzel paketlenmis ve hizli sekilde geldi;1
guzel paketlenmisti ve hizlica gonderildi;1
guzel satici tavsiye ederim;1
Guzel sekilde paketlenmis hizli teslimat mukemmel;0
guzel sik tasarim ve hizi bataryasi da iyi;1
Guzel Sorunsuz ve korunakli teslimat;0
guzel tel tavsiye ederim;1
guzel telefon ama agir biraz baska sikinti yok;1
guzel telefon ama kalin bayagi kaba duruyor yani kamerasindan da beklentiniz fazla olmasin portre modu guzel sarji uzun gidiyor yaklasik 2 gun ki yogun kullaniyorum telefonu 5 aydir kullaniyorum bir sorun yok henuz;0
Guzel telefon baya zamlandi suanda;0
guzel telefon bu fiyata cok iyi;1
guzel telefon fakat kamerasi bahsedildigi kadar iyi degil;1
guzel telefon fena degil fakat sarj ederken biraz isiniyor ama sorun yok;1
guzel telefon fiyatinin karsiligini verecek gibi duruyor cunku sarji cok iyi kamerasi cok iyi biraz buyuk ve agir olmasi disinda bir problem yok;1
guzel telefon fiyatinin ustunde ozelliklere sahip piyasada bir cok telefona kafa tutacak seviyede;1
guzel telefon fotograf kalitesi cok guzel kullanimi rahat tavsiyemdir birde kap yollamislar;1
guzel telefon gercekten;1
guzel telefon guzel fiyat basarili satici;1
Guzel telefon guzel paketleme tesekkur ederim;0
guzel telefon herhangi bir problemle karsilasmadik;1
guzel telefon hizli geliyor  sarj bitmiyo;1
guzel telefon hizli kargo tesekkurler trendyol ;1
guzel telefon kamera vs cekim gucu guzel;1
guzel telefon on numara bes yildiz kamerasinda sikinti vardi guncelleme gelince duzeldi;1
guzel telefon parasina gore baya guzel;0
guzel telefon parasina gore cok cok iyi;1
guzel telefon piyasa fiatin dan uygun;1
guzel telefon sadece biraz agir;1
guzel telefon tavsiye ediyorum;1
guzel telefon teslimat hizli;1
guzel telefontavsiye edilir;1
guzel teslimat;0
guzel unun  ancak faturami cikartamiyorum imeil ile girdim seri nosu ile girdim ancak faturaya ulasamiyrum;0
guzel urun 2  gunde geldi;1
guzel urun anlatildigi gibi geldi bir daha siparis verecegim abime;1
guzel urun hasarsiz geldi;1
guzel urun hizli gonderim tesekkurler;1
guzel urun hizli kargo tavsiye ediyorum guzel;1
guzel urun hizli kargo tesekkurler;1
Guzel urun Iyi alisveris yaptik  puan da isteriz🤣;0
guzel urun ikinciye aliyorum f/p urunu;1
guzel urun iyi fiyat;0
guzel urun kullanisli;1
Guzel urun kullanmadim daha;0
guzel urun paketleme guzeldi sorunsuz geldi tesekkurler trendyol;1
guzel urun sorunsuz elime ulasti;1
guzel urun tank youuu;1
guzel urun ve hizli gonderi icin tesekkurler;1
guzel urun zamaninda geldi;1
guzel ve kaliteli bir urun bende ayni urunu kullaniyorum bu yuzden ogluma hediye olarak aldim oda cok memnun kaldi herkese tavsiye ederim;1
guzel ve kaliteli magaza hizli;1
guzel ve kaliteli tesekkur ederim;1
guzel ve kullanisli;1
guzel ve rahat telefon kullanimi kolay;1
guzel ve sik bir telefon teslimat hizliydi;1
guzeldi ;1
guzelfiyati da  normal;1
guzell bayaaa;1
guzell fiyat performas;1
Guzelmis tesekkurler;0
guzrl bi telefon kamerasi muhtesem esime hediye aldim severek kullaniyor ;1
guzsl vuzel;0
haddinden pahali cihaz;0
hafiza karti kullanamiyorum kart takinca telefon sacmalamaya ve yavaslamaya basliyor her seferinde;0
hakkini veren bir telefon;1
harika          ;1
harika  gercekten f/p;1
harika  pazartesi siparis ettim sali gunu geldi;1
harika bence ben cok memnun kaldim tesekkurler;1
harika bi telefon;1
harika bi telefon tebrikler;1
harika bi urun cok begendm severek kullaniyorm;1
harika bir cihaz fiyat/performans 5 yildiz;1
harika bir site 24 saatte teslimm;1
harika bir telefon;1
harika bir telefon bayildim;1
harika bir telefon biz memnun kaldik tavsiye ederim;1
harika bir telefon bu fiyata bu kalite on numara siparisi gece verdik bir gun sonra elimde oldu harikasiniz tesekkurler;1
harika bir telefon cok memnun kaldim onunla cekildigim fotograflari insta @mersdiyebiri hesabindan gorebilirsiniz;1
harika bir telefon cok memnunumarka kamera 48mp ve gayet sik duruyor;1
harika bir telefon f/p muthis kaliteli tasarim ve malzemesi var;1
harika bir telefon gorunus kamera mukemmel;1
harika bir telefon herkese siddetle tavsiye ederim;1
harika bir telefon herkese tavsiye ederim kamerasi muthis;1
harika bir telefon indirime girse 2 tane daha alacam yakinlarima dusunmeden alin eger indirimdeyse hemen siparis edin biztech firmasindan aldim mukemmel ;1
harika bir telefon iphone dan sonra cok yabancilik cekmedim;1
harika bir telefon kesinlikle tavsiye ederim;1
harika bir telefon kesinlikle tavsiye ederim;1
harika bir telefon keske eski fiyati olsada alsam;1
harika bir telefon sarji yeri geliyor 3 gun bile gidiyor  kamera ozellikleri mukemmel portre cekim ozelligini cocuklarim icin kullaniyorum ayni ipohone gibi  hic bir sorun yok benden gorunce annem bile aldi  tesekkurler trendyol ;1
harika bir telefon tavsiye ediyorum herkezegonul rahatliginan alabilirsiniz kargosu cok guzel geldi;1
harika bir telefon trendyol ayricaligi ile sapasaglam elime ulasti tesekkurler trendyol;1
harika bir telefonbeyaz olani aldimcok memnunumincehesap zaten her zamanki gibicevremdeki herkese o kadar tavsiye ediyorum iyiki varsin incehesap;1
harika bir urun;1
harika bir urun;1
harika bir urun  cok guzel paketleme;1
harika bir urun  fiyat ve performans iyi;1
harika bir urun elime hizli bir sekilde ulasti kimse dusunmeden alsin saygilar;1
harika bir urun her eve lazim bence;1
harika bir urun hizli gonderim sorunsuz tesekkurler;1
Harika bir urun iphone kullananlarin neden androit kullanmadigini bir kez daha anladim Bu telefon bir baska Pisman olmazsiniz kesinlikle;0
harika bir urun kargolama super;1
harika bir urun ozellikle fotograf kalitesi cok iyi;1
harika bir urun rengi de cok guzel;1
harika bu fiyata boyle bir kaliteli telefon;1
harika cok begendim;1
harika cok guzel kamerasi sahane;1
harika cok guzel urun;1
Harika cok kisa surede kargolandi tertemiz paketiyle elime ulasti  tesekkurler ama faturam hala yok;0
harika dusunmeden alin;1
harika f/p urunu;1
harika f/p urunu 1840 tl iken anneme almistim 1500 tl oldugu zamanlari gorup beklemem tam bir hataydi simdiki fiyatini da hak eden bir urun huawei p30pro kullanan biri olarak soyluyorum bunu;1
harika guzel begendim;1
harika guzel geldi paketlemeside cok iyi ucretsiz likir koymuslar icine cok dusunceli davranmis satici cok tesekkurler;1
harika hic bir sorunu yok tesekurler;1
harika hicbir sorun yok suanlik;1
harika kamerasi varsarji bitmiyor ;1
harika kargo harika paket yine trenyol ayricaligi;1
harika kesinlikle tavsiye ediyorum;1
Harika paketleme hizli teslimat telefonda cok guzel Almayi dusunenler hic tereddut etmeden satin alabilir;0
Harika paketlenme;0
harika super sarsi cabuk bitmiyor kaliteli;1
harika tesekkurler;1
harika urun;1
harika urun harika fiyat;1
harika urun tesekkurler;1
harika ve hizli surede geldi;1
harika ve ozellikli bir telefon;1
harikasin teknosa hizli kargo mukemmel urun tesekkurler;1
Hasarli urun yolluyorlar Satis sonrasi hizmet sifir Kimse ilgilenmiyor kesinlikle tavsiye etmiyorum Berbat;0
Hatali fatura kestiler duzeltip gondermediler haftalardir bekliyorum bu sekilde giderse maliyeye sikayet edecegim geriye donuk 5 yil incelemeye alinirlar fatura konusunda bilginiz olsun;0
Hatali urun geldi;0
hatali urun geldi;0
hatasiz geldi guzel bi urun;1
hattimi gormuyor malesef teknik ozellikler bakimindan cok guzel kaliteli duruyor ama ele alimca hissediliyorki klasik cin mali ozellikl2rine aldanip almayin daha kaliteli urunler mevcut kac kere cikarip taktim ve hattimi okumadi sifirlayip kurdum tekrar ayni sonuc tavsiye etmem;0
hayalet ekran sorunu cikti ve nasil garantiye vericegimi bilmiyorum;0
Hayalimdi hep bakiyordum sonunda aldim ve bu mesaji onunla yaziyorum Umarim isteyen herkese nasip olur  kendisine gelince harika bir cihaz sizi sizden cok dusunuyor ;0
hayatimin en buyuk yanlisini yaptim cin mali bir telefon almakla cok pismanimyorumu guncelleme ihtiyaci duydum 3 ay olmak uzere donma kasma basladi video kalitesi cok kotu;0
hayatimin en hizli kargosuydu yarim gunde geldi bravo;1
hediye aldim ve uygun fiyatli;1
hediye almistik cok begendik;1
hediye olarak aldim gayet memnunmus kardesim;1
hediye olarak almistim cok begenildi;1
hediye olarak siparis vermistim  sorunsuz alisveris yaptim tesekkurler;1
hem anneme hem de babama aldigim bir urun ikisi de cok memnunlar tesekkurler xiaomi tesekkurler trendyol;1
hem cok kisa surede geldi hemde problemsiz geldi tesekkur ederim;1
hem fiati hem kalitesi mukemmel;0
hem fiyati uygun  hem de cok kullanisli ve ozellikli bir telefon  cok fazla paralar vermeye gerek yok ihtiyacinizi fazlasiyla karsilayacak;1
hem fiyati uygun diger sitelere gore hemde ayni urun garantisi mukemmel cok memnunum tek sorun kutuda kulaklik olmamasi oda firmayla alakali ama hediye verseniz cok iyi olurdu;1
hem fiyati uygun hemde kalitelidir;1
hem hizli hem de kullanimi kolay bazi telefonlarin ozellikle menu ve ekran gecisleri cok zor oluyor bunu kullanmak cok konforlu hizi gayet iyi oyunlarin bir cogunu rahatlikla oynayabiliyorum hafizasi da 64 gb oldugu icin bana yetiyor sarji uzun gidiyor surekli bitmiyor 4000 mah kapasiteli bataryasi uzun sarj omru sagliyor;1
hem hizli kargo hem guzel telefon herkese tavsiye ederim;1
hem kalite hem fiyat cok iyi;1
hem kardesine hem babama aldim ikisi de eski apple kullanicisi ve bu telefondan cok memnunlar ;1
hem performansi hem de ekranin goruntu kalitesinden cok memnun kaldim daha once kullandigim telefonun hafizasi cok azdi ve memnun degildim telefonun 64gb hafizasi su an rahat rahat fotograflarimi belgelerimi telefonun icinde saklamami sagladi 48mp kamerasi ile de adeta cebimdeki fotograf makinesi;1
hemen geldi guzel;1
hemen gelfi cok guzel begenfim;1
henuz bir sorun cikmadi memnun kaldik;1
her acidan mukemmel telefon kesinlikle f/p;1
Her anlamda sizi mutlu edecek bir telefon iphone uzerine cok konusmaya gerek gormuyorum yesil rengi cok guzel gorunuyor sorunsuz bir alisveris oldu;0
Her gecen gun zamlaniyor :(;0
her hangi bir sikinti cikmadi kamerasi guzel;1
her hangi bir sikinti yok  fotograf ve video kalitesi mukemmel video cekerken en cok istedigim ozellik stabilizer di bu telefonda da var ancak gece fotograf cekmek birazcik ugrastirici;1
her sey cok iyi guvenle alabilirsiniz;1
her seyiyle super!;1
her yonden tam bir fiyat performans urunuic rahatligiyla alinabilir;1
her yonuyle yeterli;1
Herhangi bir sorun yasamadim Paketleme superdi Urun de kusursuz;0
herhangi bir sorunu yok orijinal tesekkurler;1
herkes bence gonul rahatligi ile alabilir urun gayet saglam ulasti elimize ve telefoncudan aldigim ile gram farki yok kat ve kat daha ucaz burasi;1
herkeze tavsiye ederim gercektennn muhtesemmm harikaa teslimatida cok hizli;1
hersey cok guzel bide kulaklik olsaydi;1
hersey cok iyiydi;1
hersey gayet iyi;1
hersey kargomu yaa   teknik ozellikleri hakkinda hickimse yorum yapmamis ;0
hersey yolunda sikinti yok guzel telefon ;1
herseyin den cok memnunum hic dusunmeden alabilirsiniz bu kadar ucuza boyle yuksek kalite hicbiyerde yok;1
Herseyiyle cok guzel bir telefon;0
Herseyiyle mukemmel;0
hic begenmedim degistiricem;0
hic bir sekilde memnun kalmadim telefon cekmiyor sebeke hatasi veriyor internete hic bi sekilde giremiyorum verdigim paraya yazik;0
hic bir sikintisi yok tesekkutler;1
hic bir sorun olmadan teslim aldim cok memnunum;1
hic bir sorun yasamadik;1
Hic bir sorun yasamadik Urune diyecek yok tabiki;0
hic bir sorun yok gayet iyi;1
hic dusunmeden alinabilir;1
hic dusunmeden alinkamerasi superrenk cok hosbu fiyata daha iyisi yok;1
Hic pisman olmadim urunden supheniz olmasin;0
hic sorunsuz elime ulasti;1
hic yoktan iyi;0
Hicbir problem yasamadim;0
hicbir sikinti olmadan elime ulasti;1
hicbir sikinti yasamadik cok guzel ve sorunsuz;1
hicbir sikinti yasamadim gayet guzel fiyatina gore harika bir telefon paketleme mukemmel kamerasi cok iyi ve hizli bir telefon pisman olmazsiniz;1
hicbir sorun yok gayet guzel ;1
hicbir sorun yok telefonda iyiki almisim;1
hiz konusunda pek iyi degil ama sonunda geldi harika telefon tesekkurler;1
hiz ve kalite olarak cok memnun kaldim;1
hizi guzel ama sebeke alicisi cok kotu hem telefon hem mobil veri sorunlu az cekiyor kamerasi aramadayken soluk renkli gosteriyor bu fiyatlara huawei tavsiye ederim;0
hizli  sekilde gelmesi ve  telefonun bekledigimden iyi gelmesi sadece turkiye garantili degil sanirim oyle algiladim ;1
hizli bi sekilde ulasti tesekkurler;1
hizli bi teslimat oldu urun beklenildigi gibi geldi hasarsiz paketleme guzel ;1
hizli bir alisveristi;1
hizli bir sekilde gonderildi paketleme de sorun yasamadim ozenle paketlenmis;1
Hizli geldi faturada sorun yasattilar ama olsun;0
hizli geldi gayet guzel bir urun  bu fiyata kacmaz;1
Hizli geldi tesekkur ederim;0
hizli geldi ve dikkatli kargolanmis bir sikinti yasamadik;1
Hizli geldi ve urun cok iyi tesekkurler;0
hizli gonderi ama paketleme cok iyi degildi;0
hizli gonderi icin tesekkurler gonul rahatligiyla alabilirsiniz kardesime aldim cok memnun kaldi;1
hizli gonderi icin tesekkurler harika bir telefon fiyatina gore;1
hizli gonderim guzel paketleme urunu kullanmaya yeni basladik ama xiaomi zaten favori markam icim rahat gonul rahatligiyla tercih edebilirsiniz fiyatina gore piysadaki en iyi performansli urunlerden neptun mavisi rengi fotograftakinden biraz daha acik koyu bir renk degil cok hosumuza gitti tesekkurler;1
hizli gonderim guzel telefon;1
hizli guvenilir kargotam bir fiyat performans makinesi;1
hizli guvenilir tsk ederim;1
hizli guvenilir ucuz a+++;1
Hizli kaliteli ticaret oldu;0
hizli kamerasi iyi ve buyuk olmasini da sevdim;1
hizli kargo 2 gunde istanbul'dan sivas'a ulasti telefon cok guzel tavsiye ederim sarji 2 gunden fazla gidiyor;1
Hizli kargo 24 saat sonra elimdeydi !;0
hizli kargo bravooo ;1
Hizli kargo cok guvenilir yer Tesekkurler;0
Hizli kargo garantili urun;0
Hizli kargo guvenilir;0
hizli kargo guvenilir satici;1
hizli kargo guvenilir satici urun gercekten cok guzel dusunmeden alin derim;1
hizli kargo guvenli alisveis telefon fiyatina gore harika;1
hizli kargo guzel paketleme saglam telefon;0
hizli kargo guzel paketleme tesekkurler;1
hizli kargo guzel paketleme urun eksiksiz tesekkurler trendyol ;1
hizli kargo guzel urun;1
hizli kargo guzel urun;1
hizli kargo icin tesekkur guzel telefon full tavsiye ederim;1
hizli kargo icin tesekkurler;1
hizli kargo icin tesekkurler bir gunde elime ulasti;1
hizli kargo icin tesekkurler gayet korunakli ve hizli geldi tavsiye ederim;1
