Reviews,Rates
Herseyiyle harika,1
Normal kullanimda bes yil rahat kullanabilecek telefon,1
Kesinlikle ilk siralardan dusmeyecek bi model,1
Aradiginiz hersey mevcut baskasina gitmeye gerek yok ,1
Zamaninda ve duzgun bir sekilde geldi tesekkurler,1
Iki gunde elime ulasti ozenli kutulanmisti tesekkurler,1
En iyi iPhone bu olabilir harika bi rengi var,1
soylenecek bir sey yokesim ile birlikte kullaniyorumtemiz ve net ses veriyor,1
Hizli kargo Apple Turkiye garantili avantajli fiyat  Hepsiburadaya tesekkurler,1
Tavsiye ederim cok guzel cihaz 12 ye hic gerek bile yok,1
Urun cok guzel Hepsijet rezalet 5 gunde zor bela geldi,1
Basarili urun,1
Tek kelimeyle Harika Esime aldim Severek kullaniyor,1
Gayet guzel memnunuz,1
Kargo elimize hizli ulasti paketleme cok iyiydi tesekkurler,1
Urunde saticida cok guzel,1
Hizmet fiyat ve urun mukemmel,1
Cok iyi uygun,1
GUZEL FIYAT,1
Mukemmel ve cok hizli teslimat,1
Hepsi burada ya tesekkur ederim  hizli gonderi ve uygun fiyat,1
Cok gizel tavsiye ederim,1
Cok hizli geldi tesekkurler,1
Hizli kargo gayet guzel,1
5s ten gectimAcik konusmak gerekirse kameradan baska bi numarasi yokGozumuzde fazla buyutuyoruz bence,1
bir tane de 128 almistim kampanyalari takip ederseniz fiyatlari guzel oluyor orjinal urun geliyor tesekkurler HB,1
Mukemmel bir telefon Hepsiburada yi seviyorum Apple dunya markasi,1
tesekkur ederiz gonderici firmaya,1
iPhone 11 harika bir telefon almak isteyenler hic dusunmesin,1
SUPER FIYAT,1
Satici sorunsuz gonderdi model zaten bildiginiz gibi,1
Iphone diyecek fazla birsey yok,1
Urunum  1 gunde  elime  ulasti tr  cihazi  ve  sifir  tesekkurler,1
Super kacirmayin,1
Her seyi ile mukemmel ,1
bildigimiz iphone her sene ileri gidiyor,1
Ilk iPhone um simdilik guzell,1
Klasik iphone 11,1
Urunun ekrani bekledigimdende iyi geldi  Guzel begendim ,1
Mukemmel bir telefon,1
Garantili korkmadan alin mukemmel,1
Fazla soze gerek yok Iphone kalitesi,1
Hizli kargo kaliteli hizmet tesekkurler,1
Urunu anlatmaya gerek yok hepsi burada saticisindan aldim kisitlamaya girmeden elimde oldu tesekkur ederim beyaz renk muhtesem,1
Urun biraz daha guzel kargo yapilabilirdi resmen bastan sagma paketleme yapilmis olsa daha iyi olurdur,1
Tek kelimeyle en iyi iphone telefon,1
Urun cincik gibi masallah,1
Basarili hizli kargo,1
Paketleme ve gonderim hizli tesekkurler  apple kalitesini anlatmanin bir alemi yok ancak keske biraz daha uygun olsa,1
Kargo paketlemesi iyi degildi ama telefon tamamen orjinal ve guvenerek alinabilir,1
Kutusundan cikardiktan sonra uc gun sarj etmeden kullandik,1
Tesekkurler Hepsiburada,1
Sabah siparis ettik oglen elimizdeydiiPhone cok iyi bir telefon zatenPaketlemesi de iyiydiMemnun kaldim,1
Kaliteli urun hizli kargo ,1
Saticisi hepsiburadaysa hicbir problem yasamazsiniz,1
Cok kisa surede geldi ve cok memnunum hic bir sorun yok,1
Tek kelime MUKEMMEL,1
Hizli kargo gercekten guzel cihaz,1
Urun kaliteli ve kullanisli  saticiya urunu paketlemesinden dolayida cok tesekkur ediyorum guvenilir satici,1
Urun guzel Daha fazla verip 12 almaya bence gerek yok Kampanyalari takip etmek de fayda var,1
Cok guzelsin ayfon You are the Best,1
1 gunde geldi saglam kargolanmisti cok guzel telefon tesekkurler,1
Saat 1300 de siparis gectim ve saat 1700 dolaylarinda urun elimdeydi guzel paketlenmis ve oldukca hizli idi cok memnunum daha ne olsun,1
Alin ve 5 sene alacaginiz guncellemenin tadini cikarin IPhone sadece bir telefon degil isletim sistemidir,1
Guvenilir satici uygun fiyat hizli kargo tavsiye ederim,1
IPhone 11 hemde  uygun fiyat,1
Kesinlikle tavsiye ederim Fiyati da su anda cok avantajli performansa gore,1
Dunyadaki en iyi fiyat performans telefonu Beyaz rengini aldik memnunuz,1
urun emsallerinin icinde en kaliteli ve mukemmeli keske birazda fiyati uygun olsa,1
Cok guzel bir cihazdir,1
Gece siparis verdim ertesi gun geldi Telefon cok guzel alacaksaniz hepsi burada saticili alin kesinlikle,1
Cok iyi beyaz rengini aldim asiri begendimKargo 1 gunde geldi,1
Sarj cok iyi ekran ve telefon boyutu gayet iyi zaten iphone kalitesi belli telefon gayet iyi heryonu Tesekkurler,1
Bir Apple kullanicisi olarak  kamera olsun islemcisi ve her yonuyle cok guzel telefon almak isteyen hic dusunmeden alsin derim hizli gonderim icin Hepsiburada tesekkur ederim,1
Guzel kaliteli urun tavsiye ederim yanliz fiyatlar surekli degisiyor takip etmeniz lazim,1
Bir telefonda olmasi gereken hersey var Cok guzel,1
Cok cok guzel cok hizli kargo,1
hizli satici kusurusuz urun,1
Ilk defa tek bir telefonu internetten siparis ettim Kargo ile ilgili kaygilarim vardi fakat hepsi expres 24 saat icerisinde sorunsuz bir sekilde teslim etti,1
Anlatmaya gerek yok Tesekkurler,1
Ipone kalitesi,1
Keyifli Bir Urun …,1
Cok  iyi  telefon  iPhone 6  dan  gectim  gercekten  mukemmel  ve  orjinal  Apple kuskunu z  olmasin  kontrol ettim  apple  sitesinden,1
Bildigimiz iPhone iste guzel,1
Guzel urun parasina deger,1
Cumhuriyet altinidir:),1
Cok hizli ve orjinal,1
mukemmel cihaz ayrica super hizli kargo,1
En ideal iPhone,1
Tesekkurler hepsi buradaya,1
Urun iyi ancak hepsijet adi ile kurdugunuz kargolama cok yavas daha once 24-36 saat arasinda ulasan urun artik  3-5 gun arasinda elime ulasiyor,1
Urun iyi de kargolama berbat Istanbul Manisa arasi 5-7 surer mi hic Yuruyerek bile daha hizli ulastirilabilir,1
Telefon zaten harika kesinlikle alin saticiya gozunuz kapali guvenin,1
Tam anlamiyla mukemmel bir telefon hepsiburadayada cok tesekkur ederim istedigim tarihte elime ulasti,1
Tartismaya gerek yok kral telefon kullanimi kolay kamera cam batarya super,1
Hizli kargo  Tesekurler,1
Harika bir telefon bayildim,1
Telefon gayet orijinal Apple destekli geldi Kontrollerini de sagladim En uygun kisim burasi :),1
Urunu tekcep adli saticidan aldim urunun paketlemesi gayet ozenliydi telefona diyecek soz yok bilindik iphone kalitesi saticiya tesekkurler,1
Urun dun ulasti elime guzel bir sekilde paketlenmisti Gercekten kalitesini gosteriyor iPhone dort dortluk telefon parasinin hakkini veriyor,1
Iki adet aldik hizli sekilde elimize ulasti Selekt telekom'a tesekkurler,1
Urun gercekten mukemmel 2021 yilinin neredeyse sonuna dogru aldim ama hala alinabilecek en iyi telefonlardan biri,1
Kargo hizliydi Telefon sahane hic bir sikinti yok Fiyatin uygun olmasi sizi dusundurmesin Magazadan alip 500 600 tl fazla vermeye gerek yok,1
Urun cok guzel orjinal bir sorun yok dusunmeden alabilirsiniz,1
Urunden cok memnunum iphone farki bilmeyen yoktur zaten,1
hizli teslimat icin tesekkur ederim hepsiburada saticisina guveniyorum daha once de almistim ayni telefondan sikinti olmadi,1
yaklasik uc aydir kullaniyorum hafiza disinda hicbir sikintim yok keske 128 GB olan aldaydim saticiya cok tesekkur ederim hicbir sekilde ugrastirmadi,1
Urunden cok memnun kaldim kesinlikle tereddut etmeden alabilirsiniz ,1
Kaliteli urun hizli gonderim,1
12 ve 11 arasinda karar vermekte zorlandim 11 e karar kilmistim guncellemeyi yapmadim sarj iyi gidiyor 1 gunu rahat cikartiyor Kargo berbat gelmisti kutu yirtilmisti fakat guvenlik jelatini saglamdi Note 20den gecis yapan birisi olarak memnunum,1
Bence gayet basarili iPhone 7 dem sonra bu gecince aradaki farki gormemek gibi sansiniz yok Aksesuarli kutu vs bunlar cok sacma geliyor telefona bir tomar para ver sadece USB kablosu ciksin bu buyuk bir hata bence,1
Urun saglam ulasti elime tesekkurler ama paketlemde eksik var biraz daha guvenli paketlenebilirdi,1
Hepsiburada’dan siparis ettim  Kargo olmasi gereken sekliyle hasarsiz geldi  Cihazi zaten bilerek aldim Yeni teknoloji oldugu icin hersey guzel  IPhone 6-7 gibi cihazlardan bu telefona gecis yaparsaniz agirligina dikkat etmeniz gerekiyor  bir el ile  bazen tutmak tehlikeli olabiliyor  Ses ve ekran goruntusu iPhone 6-7-8 e gore cok cok guzel ,1
Iphone 11 gayet iphone telefon serilerinin en iyi modeli bence hem fiyat olarak hemde performans Kisacasi fiyat performans urunu diyebiliriz,1
Bence dunyadaki en iyi fiyata sahip akilli telefon Diger telefonlara oranla cok daha iyi ancak tabi butcesi olana Butceniz yeterli ise baska cihaz bakmayin derim,1
Sifir kapali kutu tsk ederim,1
Urun hizli ve guzel paketlenmis sekilde tarafima ulasti Tesekkur ederim hepsiburada ailesine,1
Cok hizli ve sorunsuz geldi,1
Gayet hizli ve saglam teslim edildi fiyati da diger platformlara kiyasla daha uygun tavsiye ederim,1
Urunu herkese tavsiye ederim ozellikle hepsiburadaya hizlilikm ve orjinal urun konusunda tesekkut ederim,1
Urunun islemci hizi bataryasi ve ekrani bizim beklentilerimizi fazlasi ile karsiladi Aksesuarsiz kutu almistik hepsiburadadan hizli bir sekilde elimize gecti bir hizli sarj aleti ve kablosu aldik su  an gayet menunuz,1
Gerek yazilim gerek donanim olarak tatmin edici bir cihaz  8 den 11 e gectim oldukca memnunum Kargo sorunsuzca korunakli sekilde elime ulasti,1
Internetten telefon alirken cok buyuk tereddutteydim neredeyse tum siteleri sikayetleri okudum en son buradan fiyati biraz da yuksek olmasina ragmen aldim urun 2 is gununde guzel paketlenmis sekilde elime ulastiKargo paketi dahil 4 paketten cikti telefonTelefon bilindigi uzere cokta anlatmaya gerek yokFiyat cok bu arada herkes de biliyor dolar sagolsun malum,1
Hepsiburada saticisindan gozu kapali alabilirsiniz piyasada en uygun fiyati Hepsiburada sunuyor Ben 2 adet iPhone siparis verdim 2 farkli renk ve renklerde dogru geldi paketleme oldukca iyiydi korunakli geldi iPhone 11 i anlatmama gerek yok bilmeyenler internetten veya teknoloji magazalarindan arastirabilirler,1
Boyle harika bir cihaz icin fazla soze gerek var mi? Sarji hizi ekran kalitesi kamerasi hicbir sey yorum hak etmiyor Alacak arkadaslara kesinlikle tavsiye ederim,1
Face id ve buyuk ekranli iphone istiyorsaniz su an icin alinabilecek en dogru secim XR ile fiyatlari yakin ama kamera tarafinda XR dan cok daha basarili,1
oncelikle urun asiri hizli geldi ben bile beklemiyordum cok guzel urun sifir zaten saticisi hepsiburada oldugu icin icim rahat almistim oneririm :)),1
Urun cok hizli geldi ve cok guzel paketlenmisti her zamanki iPhone kalitesi,1
Ben sahsen iphone 11 den cok memnun kaldimkesinlikle tavsiye ederimiphone xr den iphone 11 e gectim ve pisman olmadim diyebilirim Kamerasi ve bataryasi baya guzel kullanisli ve sik bir telefondur,1
Cok basarili hala kral,1
Kaliteyi ucuza almak,1
Marka kaliteli urunde kaliteli,1
Bir aydir kullaniyorum batarya gunluk kullanimda bir bucuk gun goturuyor Kamera amator kullanimlar icin gayet iyi Isinma yok hiz tatmin edici Tavsiye ederim,1
Iphone 7 den sonra cok hizli geldi isinma problemi yok sarj suresi cok hizli ekran kalitesi cok iyi tek sikinti icinden adaptorun cikmamasi onuda orijinal adaptor alarak cozebilirsiniz,1
Tesekkurler hepsi burada sorunsuz ve hizli teslimat oldu urunde beklentimin uzerinde diyebilirim sadece 64 gb degil 128 gb secmenizi oneririm tek pismanligim o oldu,1
Hepsiburada kendi saticisindan saat 15 civari siparis ettim ertesi gun ogleye dogru kargodan aldim piyasaya gore cok uygun bir fiyat saticiya tesekkurler  telefona gelirsek sarji olsun kamerasi olsun performansi olsun gayet yeterli batarya 3100 olmasina ragmen en az 24 saat gidiyor ekran suresi 7 saat civari kullanicidan kullaniciya degisir,1
Urunden cok memnunum 2 aya yakindir kullaniyorum gonul rahatligiyla alabilirsiniz bosu bosuna 2 bin 3 bin fazla verip sirf ekran oled diye 12 almaya degmez sizi fazlasiyla memnun edecektir,1
bekledikce alamayacagimi fark ettim ve ne olacaksa olsun diyerek aldim iyiki de almisim:),1
Hepsiburadaya  tesekkurler saticinin hepsiburada olmasina dikkat edin hepsiburadaya  guvenerek aldim,1
Gelir gelmez eskisini yeniye aktardim hizli ve guvenli geldi tesekkurler,1
Apple kalitesi tartismaya gerek yok Susu iyi busu iyi yazmayacagim cunku diger telefonlarla kiyaslanamaz Butceniz uygunsa baska herhangi bir telefona bakmayin Direkt alin gecin memnun olursunuz,1
senelerdir ailece iphone kullaniyoruzhalen iphone11 telefonum varfevkalade bir urunfevkalade bir modeltesekkur ederim ,1
En guzel 5s den sonra gelen telefonu7 sene 5 s kullandim 10 yilda 11 kullanirim,1
Gunboyu PokemonGo oynuyorum sarjim bitmiyor Benim yorumum bu kadar ,1
Tam zamaninda aldigim bir urun olduiphonenun tartisilmaz kalitesi ve asla deger kaybetmemesi bes yildizi hakediyor,1
Bir telefon ancak bu kadar mukemmel olabilir Son cikan modellerden sonra alinabilecek en mantikli telefon iPhone 11 diyebilirim 24 Eylul sabahi siparis verdim 25 eylul sabahi saat 11 de geldi Hizli teslimat icin Hepsiburada ya tesekkurler,1
I phone 11 efsane bir cihaz olmus 7 plustan gectim gercekten hizli kaymak gibi bir cihaz kamerasi efsane… hepsi burada saticidan aldim kargoya gec verildi sikinti yasadik kargoya verilince hepsijet 1 gunde getirdi…,1
Iphone 64 gb yerine kesinlikle 128 gb olani alin yeter diyorsunuz yetmiyorUrunu hepsiburada saticisi tercih ettim bi sikinti olursa rahat cozulur diye yine alsam yine tercih ederimTesekuler hepsiburada,1
Urun gayet iyi zaten soylemeye gerek yok ama on kamerada ufak bi toz cikti hepsiburada da urunu geri gonderin iadesini yapalim dediler 2 3 gunluk islemmis yenisi ile degisim saglamiyorlarmis,1
Cok iyi bir telefon gercekten ama suan ki parasi olsa almazdim sanirim,1
Cok begenerek aldim cok memnunum herhangi bir aksamlikla rastlasmadim baskasina aliverdim cok begendi tesekkurler,1
Fiyat cok uygundu kargo cok hizliydi telefon zaten guzel her sey icin tesekkurler hepsi burada,1
Mukemmel tek kelime mukemmel alin aldirin kulvarindaki en iyi telefon ,1
Cumartesi aksam 11 gibi siparis ettim pazar sabah 12:45te geldi hepsiburada saticisindan aldim cok guzel paketlenmisti kurye telefonuma gelen kodu isteyip teslim etti alacaksiniz tavsiyem Hepsiburada saticisini kullanin Tesekkurler hepsiburada,1
2 haftadir kullaniyorum herhangi bir sorun yok tesekkurler hepsiburada,1
Telefon ilk 2 gun inanilmaz derece de isiniyordu Urun hatali mi diye Apple destege baglandim vs bir sikinti yok dediler Normal wup konusmasinda bile isiniyordu Sonra telefon kendi kendine 3 Gun duzeldi Hersey sikintisiz problem yok su an,1
Urun guzel orijinal Hepsiburada indiriminden aldim Iphone 12 ye butcesi yemeyenler icin on numara Iphone dan sasmayin derim Tesekkurler hepsiburada,1
Hepsiburada saticisindan almaya ozen gosterdim Harika urun 7den gecince felaket farkettirdi,1
Urunle ilgili bir sorun yasamadik paketleme iyiydi kargoda zamaninda teslim etti,1
Iphone 8 plusdan gectim cok guzel usb-c baslikli sarj kablosu cikiyor kutudan 200 tlye orjinal 20w hizli sarj basligi aldim 45 dk doluyo r eski adaptorle 35 saatte ancak doluyor sarji 15 gun kadar gidiyor basarili cihaz,1
Ciddi anlamda xiaomi veya herhangi bir android cihazla kiyaslama yapilabilecek bir telefon degil maddi durumu yerinde olan herkesin kullanmasi gereken bir cihaz bence ne kadar pahali olursa olsun verdiginize hic pisman olmuyorsunuz saticiyada tesekkurler cok ozenli bir paketleme yapilmis cok memnunum tesekkurler,1
Urun sifir orijinal kutusunda ve super hizli teslimat cok tesekkur ederiz,1
Urunu aldim guzel uygun Fiyata geldi yedibin sifir atmis dortde aldim tskler gercekten hepsi burada :),1
Iphone 12’nin gereksiz pahaliliginda piyasadaki en iyi telefon Iphone 11 Renk olarak hangisi daha uygunsa onu alin Seffaf kap kullanmadiginiz surece kilif zaten telefonun rengini degistirecek Satici olarak Hepsiburada’yi secmenizi oneririm,1
Urun gayet guzel telefonu buradan aldiktan sonra Turkcell pasaj dan da sarj aleti aldim ikisi bir geldi firma kargoya 1 gun gec verdi Bursa Inegol e 3 gunde geldi satici selec telefonu bir kutunun icine koymus telefon kutunun icinde bosta idi ama Turkcell kocaman bir kutuya koymus ve kabarcikli bir posete sarmis,1
Benden tam 5 yildiz aldi Siparis olusturduktan tam bir gun sonra hemen bana ulasti Memnun kaldigim icin yakin cevremde siparis verdi 11-12 pro almaya hic gerek bile yok islemcisi ve kamerasi mukemmel Pili de 15 gune kadar dayaniyor Iphone 7 den iphone 11 e gecmek acikcasi cok dogru bir karar oldu,1
Bu telefondan once android kullanan biri olarak soylenilirim ki kullanimi cok rahat bir telefon kamera kalitesi cok iyi bataryasini ben yaklasik 15 gun kullanabiliyorum  telefonu Hepsiburada dan satin aldim ulasim ve paketleme ilgili bir sorun olmadi tesekkurler,1
Hem urun harika hem de gonderici Urun sapasaglam elimize kisa zamanda ulasti Tesekkurler,1
Apple kalitesini anlatmaya gerek yok Ben 11ile 12 arasinda kararsiz kaldim Arasindaki fiyat farkina degmez bence Orjinal urun hizli gonderi Tesekkur ederim,1
Urun gayet guzel ve cok hizli garanti konusunda suphe etmenize gerek yok garantisi Apple Turkiye garantili telefonu almaniz oneririmBen indirimdeyken alin isterseniz indirimleri takip edip oyle alabilirsiniz ama bence en ucuz ya su anda hepsi burada zaten buradan almaniz sizin icin daha iyi olacaktir,1
ORJINAL CIHAZ GARANTI SORGULAMASINI YAPTIM HERHANGI BIR PROBLEM YOK ELEKTRONIK FATURA DUZENLENMIS 24 SAATTE ELIME ULASTI TESEKKURLER HEPSIBURADA,1
Iphone kalitesi herseyi ile mukemmel Yesil rengini aldim 2 aydir kullaniyorum 2 senedir huawei kullaniyordum Bir daha iphone birakmam,1
Urun iyi paketlenmisti zamaninda geldi faturasi da mail olarak geldi bir sikinti yasamadik,1
Eski telefonu degistirme kampanyasi ile aldim Iphone X telefonumu 3 yil once hepsiburadadan almistim 4200 baslangic fiyati ile gonderdim Degerlendirmelerinde 3200 verdiler Her seyi temiz bir telefondu Pili yuzde yuz degil dediler ve kamerasinda ufak bir cizik varmis Oyle denildi Ben bilmiyordum Neyse 3200 e ugrasmadan vermis oldum,1
Hepsijet ile cihaz siparisimin ertesi sabahi evime ulasti(Izmir) Guzel bir telefon bence face id hizi super batarya cok kullanmama ragmen 24 saat gidiyor normal kullanimda 2 gunu cikarir diye dusunuyorum isinma problemi yasamadim kamerasi ciddi anlamda iyi  Pro ile arasinda kalmistim ama sirf arkasinda 3 yuvarlak olsun diye 3bin TL fazla para vermeye gerek yok diye dusundum iyi ki de oyle yapmisim :) Butcesi yeterli olanlara almalarini tavsiye ederim alanlara da guzel gunlerde kullanmalarini dilerim,1
Cihaz orjinal imei ve seri numarasini sorgulattim Telefonu iki haftadir kullaniyorum gayet guzel bir telefon Hizli teslimat icin tesekkurler,1
Telefona laf yok gercekten Hepsi burada saticisindan aldim Sorunsuz bir alisveristi Kargo belirtilen gunde geldi Tesekkur ediyorum,1
Hepsiburda saticidan almis oldugum iphone 11 telefon cok kisa zamnda hepsi jet ile jet gibi geldi tesekkurler Tum ozelikleriyle telefon harika…,1
ilk olarak yildirim store a hizli ve guvenli teslimati icin tesekkur ederim ayrica siparis verdikten sonra yasanan ani fiyat artisina ragmen siparisimi gonderdigi icin ayrica da tesekkur ederim,1
Bir suredir kullaniyorum asiri memnunum 6s den buna gecmek tarif edilmez hizli kargo ile ertesi gun kapimdaydi harikasin hepsiburadaaa ,1
Telefonun kendisi ve ozellikleri hakkinda bir sey soylemeyecegim zaten herkes biliyor Siparisin ertesi gunu teslimatli geldi Paketleme ozenliydi,1
Tesekkurler Hepsi Buradasizlere guvenip aldik hicbi sorunla karsilasmadikOrjinal urun sorgulanmistirher sey guzel lakin paketleme cok zayif bi tane pat pata koyulmus o da cikmis kutunun icinde bos duruyordu ona ozen gosterilmesi lazim,1
Iphone 11 beyaz rengi tercih ettim sparisim sorunsuz erken elime ulasti…paketleme mukemmeldikamera cok iyi ozellikle bataryasindan da memnun kaldimtavsiye ederimiPhone 7 sen gecis yaptim,1
Zamaninda cok uyguna aldim ve iyikide almisim satici da basarili tebrik ederim sorunsuz bir sekilde geldi elime 9 aydir kullaniyorum bi sorun yasamadim,1
iPhone 11 serisi gununuz fiyat listesinde Apple tarafinin tam fiyat performans urunu Ailemizde satin aldigimiz kisi sayisi 15’i gecti Kamera batarya isletim sistemi sahip oldugu Bionic cip fazlasiyla is gorecek seviyede bir cihaz Satici saglam paketleme ve hizli kargo ile gonderdi Tesekkurler,1
Su zamanda alinabilecek en iyi akilli cep telefonu modeliKamera efsanebatarya performansi eski modellere gore cok daha iyiarayuz cok akici Indirim kuponu gelirse 1 tane daha satin alacagim,1
Telefonu Hepsiburada dan aldim kargolama cok guzel aksam 6 da siparis verdim ertesi gun 12:30 da elime gecti telefon orjinal seri numarasindan sorguladim Apple Turkiye garantili hic bir sikinti yok herkese tavsiye ederim satici Hepsiburada olduktan sonra guvenle alabilirsiniz,1
Hepsiburada sirketi piyasa ya yon veren bir magazadir kesinlikle en iyi fiyatlari verip en kaliteli urunleri satip en hizli kargo teslimatini yapiyor her ne urun aliyorsaniz saticisi Hepsiburada ise gozunuz kapali guvenip alisveris yapabilirsiniz tesekkurler Hepsiburada,1
Urunu yaklasik 1 aydik kullaniyoruz hic sorun cikmadi orijinal paketinde geldi nolur bikmaz diye acarken video cekerek actim kutuyu sorun cikmadi Ancak kendilerine ulasmak isterseniz biraz zor ulasirsiniz telefonu acan yok wsapptan yazdiginizda bazen cevap geliyor Selekt saticisindan almistim tesekkurler,1
uzun zamandir almayi dusundugum bir telefondu ama maalesef fiyatlar nedeni ile erteliyordum hepsi burada  sayesinde hem indirim hem pesin fiyatina banka taksidi ile telefonu alabildim cok memnunum  tesekkurler hepsi burada odemem bitince esimede bir tane alacagim,1
Urunu kampanya ile fiyati dustugu sirada aldim Kutusunu acip fiziksel olarak kontrol ederken arka tarafta kucuk ama bana gore olmamasi gereken izler vardi Iade talep ettim Cok eskiden beri hepsiburadadan alisveris yaparim guvendigim ve sevdigim bir sitedir Iade talebimi kabul ettiler ve hizli bir sekilde islemleri tamamladilar Turkiye sartlarinda bu sekilde kaliteli ve guvenilir hizmet sunduklari icin kendilerine tesekkur ediyorum,1
1 bucuk ay once aldim beyaz renk normal piyasaya gore uygun aldim 11’den itibaren iphone batarya sorununu cozuldugunu dusunuyorum gayet memnunum ekran suresi olsun kamera olsun ozellikle gece modunun olmasi cok iyi tesekkurler Hepsiburada e ticarette guvenilir adres,1
Urunu cok begendim Iphone 6s 'den gectim gercekten bekledigime degmis Satici ve teslimat gercekten sorunsuzdu Ben telefondan cok eskiyi yenile kampanyasi ile yasadigim sorunu anlatmak istiyorum bu kampanyayi kullanacak kisilere belki bir faydam olur Eski telefonuma bicilen degere istinaden telefonumu gonderdim Eski telefonumu da sifir almistim ve herhangi bir sorun olmamasina ragmen sivi temasli diyerek 105 TL gibi komik bir rakam iletip size iade ediyorlar bu iade sureci de yaklasik 10 gunu buluyor Kampanya diye sunduklari ilk teklif rakamlari gercekle ilgilisi yoktur bilginize,1
Diger markalarin sasali tanitimlarini ve sundugu tum donanimlari unutun  iOS > Android  That's the point that u have to understand  182 beygirlik 4 silindirli motora CVT sanzimani koyarsan 3 silindirli 140 beygirlik motordan daha yavas hizlanirsin  O yuzden bu islemci ve RAM diger markalarin sunduklarindan daha performansli calisiyor,1
Iphone 12 kullanan birisi olarak soylemeliyim ki iPhone 11 butun cihazlarin uzerinde hep performans hem fiyat acisindan 12 13 ile arasinda kalanlar paraniz olsa bile o kadar farka degmez emin olun Iphone 11 in ekranini kotuleyenler var sunu anlamiyorum iphone X’e kadar butun telefonlarinda LCD ekran kullandi ve hic kimse kalkip ekrani kotulemedi ekrandan gayet memnunum soylenenlerin aksine on numara ekrani var oled gibi gozu yormuyor en azindan,1
Bu fiyatlara cikmayi hic dusunmuyordum Ama 3 tane 3-4 yillik Android telefonu toplamda 700 TL ye bile zor satarken arkadasimin 5 yil kullandigi iphone 7 yi 2500TL ye sattigini gorunce Onun daha karli oldugunu farkettim 3-4 bin arasinda Android alip satamamaktansa bunu alip hem guzel bir telefon kullanmis olup hemde saterken de uzulmemis olacagim Telefonu degerlendirmeye gerek yok Hem batarya hem kamera hem diger ozellikleriyle cok guzel bir telefon Bataryasi cok sasirtici 2 gun gidiyor,1
Senelerdir android kullanan birisi olarak harika bir yazilima sahip oyle “yapalim gitsin” kafasindan ziyade kullanicin beklentisi ve zevkine hitap ediyor Kamerasi cok iyi zaten piyasadaki en iyi kameraya sahip ilk 3 telefondan biri Daha once 2K ekran kullandigim icin HD+ dusuk gelebilecegini dusundum ancak su an icin gayet yeterli Beyaz rengine de diyecek yok zaten cok sik duruyor Keske fiyatlar 3-4 bin TL bandinda olsa da butun herkes bu premium keyfi yasasa!,1
Memnun kaldim kargo 1 gunde elime ulasti tesekkurler hepsi burada,1
Urun cok hizli teslim edildi Piyasanin 500-600₺ altinda aldim fakat hicbir sorun yok Tesekkurler hepsiburada,1
URUN ORJINAL VE SIKINTISIZ BI SEKILDE ELIME ULASTI SATICI URUNU AYNI GUN KARGOLADI ERTESI GUN GELDI TESEKKURLER AMA KARGO PAKETI OZENSIZDI SADECE,1
Alirken biraz tereddut yasadim ama orjinal urun ve 1 gunde elime ulasti hepsi burada farki,1
Kamerasi hakkinda diyecek birsey yok zaten videolar profesyonel drone ile cekilmis gibi hissettiriyor  Ekrani muhtesem dogal renkler ne renk ise onu goruyorsunuz  Stereo hoparlorleri ile sinema sistemi hissi veriyor hoparlorleri cok kaliteli ceyrek seste bile Basslari midleri hissediyorsunuz  Cok akici ve cok rahat arayuzu var xiaomi cihazdan gecis yaptim farkli bir dunya oldugunu soyleyebilirim  Tek sorun kargolama yaparken kargo kutusunun icine balonlu naylonu serip ustune telefonu koymuslar kolinin icinde Allaha emanet duruyordu oyle bir darbe gelse dogrudan telefona gelecekmis direk kartonla temas ediyordu Express ile ertesi gun geldi,1
Iphone 12 mini almayi dusunuyordum iyi ki 11 almisim fazla abartmaya gerek yok herseyiyle mukemmel tesekkurler Hepsiburada,1
Xiaomi Note 8 Pro dan iPhone 11 e gectim Note 8 Proyu alana kadar iphone 3g den beri iPhone kullanicisiydim fakat xiaomiye gecince sarj konusunda baya rahatlamistim gercekten gozum sarj kismina gitmiyordu bildigin iphone dusmani olmustum fakat biraz zaman gecince artik anladim ki tek gercek iPhone abi yok xiaomidir yok huawedir oppodur samsungdur hepsi hikaye gercekten bunu anliyorsunuz zaten artik Apple sarj konusunu da duzeltmis gozukuyor iPhone 11 ekran suresi gayet yeterli demem o ki paraniz varsa iPhone alin eger yoksa diger markalara bakabilirsiniz diger turlu iphone Mu baska marka mi diye dusundurecek hicbir sebep yok adamlar her konuda acik ara onde bu cok net gozukuyor,1
Satici :Hepsiburada dan aldim coook memnun kaldim kusursuz ve darbesiz geldi cok guzel muhafaza edilmisti cok cok tesekkur ler hepsiburada,1
2 urun birden aldim cok iyi paketlenmis ve urunler orjinal guvenip rahatlikla ala bilirsiniz iphonu bilen biliyor zaten,1
